peId,peMonth,peDay,pePday,peType,peDesc,peReading,peDisplay,peIndex,peFlag
1,0,0,-147,Epistle,"",Gal_6011_6018,Galatians 6:11-18,69,0
2,0,0,-147,Gospel,"",Luke_16019_16031,Luke 16:19-31,79,0
3,0,0,-146,Epistle,"",1Thess_1001_1005,1 Thessalonians 1:1-5,69,0
4,0,0,-146,Gospel,"",Luke_10022_10024,Luke 10:22-24,79,0
5,0,0,-145,Epistle,"",1Thess_1006_1010,1 Thessalonians 1:6-10,69,0
6,0,0,-145,Gospel,"",Luke_11001_11010,Luke 11:1-10,79,0
7,0,0,-144,Epistle,"",1Thess_2001_2008,1 Thessalonians 2:1-8,69,0
8,0,0,-144,Gospel,"",Luke_11009_11013,Luke 11:9-13,79,0
9,0,0,-143,Epistle,"",1Thess_2009_2014,1 Thessalonians 2:9-14,69,0
10,0,0,-143,Gospel,"",Luke_11014_11023,Luke 11:14-23,79,0
11,0,0,-142,Epistle,"",1Thess_2014_2019,1 Thessalonians 2:14-19,69,0
12,0,0,-142,Gospel,"",Luke_11023_11026,Luke 11:23-26,79,0
13,0,0,-141,Epistle,"",2Cor_8001_8005,2 Corinthians 8:1-5,69,0
14,0,0,-141,Gospel,"",Luke_8016_8021,Luke 8:16-21,79,0
15,0,0,-140,Epistle,"",Eph_2004_2010,Ephesians 2:4-10,69,0
16,0,0,-140,Gospel,"",Luke_8026_8039,Luke 8:26-39,79,0
17,0,0,-139,Epistle,"",1Thess_2020_3008,1 Thessalonians 2:20-3:8,69,0
18,0,0,-139,Gospel,"",Luke_11029_11033,Luke 11:29-33,79,0
19,0,0,-138,Epistle,"",1Thess_3009_30013,1 Thessalonians 3:9-30:13,69,0
20,0,0,-138,Gospel,"",Luke_11034_11041,Luke 11:34-41,79,0
21,0,0,-137,Epistle,"",1Thess_4001_4012,1 Thessalonians 4:1-12,69,0
22,0,0,-137,Gospel,"",Luke_11042_11046,Luke 11:42-46,79,0
23,0,0,-136,Epistle,"",1Thess_5001_5008,1 Thessalonians 5:1-8,69,0
24,0,0,-136,Gospel,"",Luke_11047_12001,Luke 11:47-12:1,79,0
25,0,0,-135,Epistle,"",1Thess_5009_5013|1Thess_5024_5028,"1 Thessalonians 5:9-13, 24-28",69,0
26,0,0,-135,Gospel,"",Luke_12002_12012,Luke 12:2-12,79,0
27,0,0,-134,Epistle,"",2Cor_11001_11006,2 Corinthians 11:1-6,69,0
28,0,0,-134,Gospel,"",Luke_9001_9006,Luke 9:1-6,79,0
29,0,0,-133,Epistle,"",Eph_2014_2022,Ephesians 2:14-22,69,0
30,0,0,-133,Gospel,"",Luke_8041_8056,Luke 8:41-56,79,0
31,0,0,-132,Epistle,"",2Thess_1001_1010,2 Thessalonians 1:1-10,69,0
32,0,0,-132,Gospel,"",Luke_12013_12015|Luke_12022_12031,"Luke 12:13-15, 22-31",79,0
33,0,0,-131,Epistle,"",2Thess_1010_2002,2 Thessalonians 1:10-2:2,69,0
34,0,0,-131,Gospel,"",Luke_12042_12048,Luke 12:42-48,79,0
35,0,0,-130,Epistle,"",2Thess_2001_2012,2 Thessalonians 2:1-12,69,0
36,0,0,-130,Gospel,"",Luke_12048_12059,Luke 12:48-59,79,0
37,0,0,-129,Epistle,"",2Thess_2013_3005,2 Thessalonians 2:13-3:5,69,0
38,0,0,-129,Gospel,"",Luke_13001_13009,Luke 13:1-9,79,0
39,0,0,-128,Epistle,"",2Thess_3006_3018,2 Thessalonians 3:6-18,69,0
40,0,0,-128,Gospel,"",Luke_13031_13035,Luke 13:31-35,79,0
41,0,0,-127,Epistle,"",Gal_1003_1010,Galatians 1:3-10,69,0
42,0,0,-127,Gospel,"",Luke_9037_9043,Luke 9:37-43,79,0
43,0,0,-126,Epistle,"",Eph_4001_4006,Ephesians 4:1-6,69,0
44,0,0,-126,Gospel,"",Luke_10025_10037,Luke 10:25-37,79,0
45,0,0,-125,Epistle,"",1Tim_1001_1007,1 Timothy 1:1-7,69,0
46,0,0,-125,Gospel,"",Luke_14012_14015,Luke 14:12-15,79,0
47,0,0,-124,Epistle,"",1Tim_1008_1014,1 Timothy 1:8-14,69,0
48,0,0,-124,Gospel,"",Luke_14025_14035,Luke 14:25-35,79,0
49,0,0,-123,Epistle,"",1Tim_1018_1020|1Tim_2008_2015,"1 Timothy 1:18-20, 2:8-15",69,0
50,0,0,-123,Gospel,"",Luke_15001_15010,Luke 15:1-10,79,0
51,0,0,-122,Epistle,"",1Tim_3001_3013,1 Timothy 3:1-13,69,0
52,0,0,-122,Gospel,"",Luke_16001_16009,Luke 16:1-9,79,0
53,0,0,-121,Epistle,"",1Tim_4004_4008|1Tim_4016_4016,"1 Timothy 4:4-8, 16",69,0
54,0,0,-121,Gospel,"",Luke_16015_16018|Luke_17001_17004,"Luke 16:15-18, 17:1-4",79,0
55,0,0,-120,Epistle,"",Gal_3008_3012,Galatians 3:8-12,69,0
56,0,0,-120,Gospel,"",Luke_9057_9062,Luke 9:57-62,79,0
57,0,0,-119,Epistle,"",Eph_5009_5019,Ephesians 5:9-19,69,0
58,0,0,-119,Gospel,"",Luke_12016_12021,Luke 12:16-21,79,0
59,0,0,-118,Epistle,"",1Tim_5001_5010,1 Timothy 5:1-10,69,0
60,0,0,-118,Gospel,"",Luke_17020_17025,Luke 17:20-25,79,0
61,0,0,-117,Epistle,"",1Tim_5011_5021,1 Timothy 5:11-21,69,0
62,0,0,-117,Gospel,"",Luke_17026_17037,Luke 17:26-37,79,0
63,0,0,-116,Epistle,"",1Tim_5022_6011,1 Timothy 5:22-6:11,69,0
64,0,0,-116,Gospel,"",Luke_18015_18017|Luke_18026_18030,"Luke 18:15-17, 26-30",79,0
65,0,0,-115,Epistle,"",1Tim_6017_6021,1 Timothy 6:17-21,69,0
66,0,0,-115,Gospel,"",Luke_18031_18034,Luke 18:31-34,79,0
67,0,0,-114,Epistle,"",2Tim_1001_1002|1Tim_1008_1018,"2 Timothy 1:1-2, 1 Timothy 1:8-18",69,0
68,0,0,-114,Gospel,"",Luke_19012_19028,Luke 19:12-28,79,0
69,0,0,-113,Epistle,"",Gal_5022_6002,Galatians 5:22-6:2,69,0
70,0,0,-113,Gospel,"",Luke_10019_10021,Luke 10:19-21,79,0
71,0,0,-112,Epistle,"",Eph_6010_6017,Ephesians 6:10-17,69,0
72,0,0,-112,Gospel,"",Luke_13010_13017,Luke 13:10-17,79,0
73,0,0,-111,Epistle,"",2Tim_2020_2026,2 Timothy 2:20-26,69,0
74,0,0,-111,Gospel,"",Luke_19037_19044,Luke 19:37-44,79,0
75,0,0,-110,Epistle,"",2Tim_3016_4004,2 Timothy 3:16-4:4,69,0
76,0,0,-110,Gospel,"",Luke_19045_19048,Luke 19:45-48,79,0
77,0,0,-109,Epistle,"",2Tim_4009_4022,2 Timothy 4:9-22,69,0
78,0,0,-109,Gospel,"",Luke_20001_20008,Luke 20:1-8,79,0
79,0,0,-108,Epistle,"",Titus_1005_2001,Titus 1:5-2:1,69,0
80,0,0,-108,Gospel,"",Luke_20009_20018,Luke 20:9-18,79,0
81,0,0,-107,Epistle,"",Titus_1015_2010,Titus 1:15-2:10,69,0
82,0,0,-107,Gospel,"",Luke_20019_20026,Luke 20:19-26,79,0
83,0,0,-106,Epistle,"",Eph_1016_1023,Ephesians 1:16-23,69,0
84,0,0,-106,Gospel,"",Luke_12032_12040,Luke 12:32-40,79,0
85,0,0,-105,Epistle,"",Col_1012_1018,Colossians 1:12-18,69,0
86,0,0,-105,Gospel,"",Luke_14016_14024,Luke 14:16-24,79,0
87,0,0,-104,Epistle,"",Heb_3005_3011|Heb_3017_3019,"Hebrews 3:5-11, 17-19",69,0
88,0,0,-104,Gospel,"",Luke_20027_20044,Luke 20:27-44,79,0
89,0,0,-103,Epistle,"",Heb_4001_4013,Hebrews 4:1-13,69,0
90,0,0,-103,Gospel,"",Luke_21012_21019,Luke 21:12-19,79,0
91,0,0,-102,Epistle,"",Heb_5011_6008,Hebrews 5:11-6:8,69,0
92,0,0,-102,Gospel,"",Luke_21005_21007|Luke_21010_21011|Luke_21020_21024,"Luke 21:5-7, 10-11, 20-24",79,0
93,0,0,-101,Epistle,"",Heb_7001_7006,Hebrews 7:1-6,69,0
94,0,0,-101,Gospel,"",Luke_21028_21033,Luke 21:28-33,79,0
95,0,0,-100,Epistle,"",Heb_7018_7025,Hebrews 7:18-25,69,0
96,0,0,-100,Gospel,"",Luke_21037_22008,Luke 21:37-22:8,79,0
97,0,0,-99,Epistle,"",Eph_2011_2013,Ephesians 2:11-13,69,0
98,0,0,-99,Gospel,"",Luke_13018_13029,Luke 13:18-29,79,0
99,0,0,-98,Epistle,"",Col_3004_3011,Colossians 3:4-11,69,0
100,0,0,-98,Gospel,"",Luke_17012_17019,Luke 17:12-19,79,0
101,0,0,-97,Epistle,"",Heb_8007_8013,Hebrews 8:7-13,69,0
102,0,0,-97,Gospel,"",Mark_8011_8021,Mark 8:11-21,79,0
103,0,0,-96,Epistle,"",Heb_9008_9010|Heb_9015_9023,"Hebrews 9:8-10, 15-23",69,0
104,0,0,-96,Gospel,"",Mark_8022_8026,Mark 8:22-26,79,0
105,0,0,-95,Epistle,"",Heb_10001_10018,Hebrews 10:1-18,69,0
106,0,0,-95,Gospel,"",Mark_8030_8034,Mark 8:30-34,79,0
107,0,0,-94,Epistle,"",Heb_10035_11007,Hebrews 10:35-11:7,69,0
108,0,0,-94,Gospel,"",Mark_9010_9016,Mark 9:10-16,79,0
109,0,0,-93,Epistle,"",Heb_11008_11008|Heb_11011_11016,"Hebrews 11:8, 11-16",69,0
110,0,0,-93,Gospel,"",Mark_9033_9041,Mark 9:33-41,79,0
111,0,0,-92,Epistle,"",Eph_5001_5008,Ephesians 5:1-8,69,0
112,0,0,-92,Gospel,"",Luke_14001_14011,Luke 14:1-11,79,0
113,0,0,-91,Epistle,"",Col_3012_3016,Colossians 3:12-16,69,0
114,0,0,-91,Gospel,"",Luke_18018_18027,Luke 18:18-27,79,0
115,0,0,-90,Epistle,"",Heb_11017_11023|Heb_11027_11031,"Hebrews 11:17-23, 27-31",69,0
116,0,0,-90,Gospel,"",Mark_9042_10001,Mark 9:42-10:1,79,0
117,0,0,-89,Epistle,"",Heb_12025_12026|Heb_13022_13025,"Hebrews 12:25-26, 13:22-25",69,0
118,0,0,-89,Gospel,"",Mark_10002_10012,Mark 10:2-12,79,0
119,0,0,-88,Epistle,"",James_1001_1018,James 1:1-18,69,0
120,0,0,-88,Gospel,"",Mark_10011_10016,Mark 10:11-16,79,0
121,0,0,-87,Epistle,"",James_1019_1027,James 1:19-27,69,0
122,0,0,-87,Gospel,"",Mark_10017_10027,Mark 10:17-27,79,0
123,0,0,-86,Epistle,"",James_2001_2013,James 2:1-13,69,0
124,0,0,-86,Gospel,"",Mark_10023_10032,Mark 10:23-32,79,0
125,0,0,-85,Epistle,"",Col_1003_1006,Colossians 1:3-6,69,0
126,0,0,-85,Gospel,"",Luke_16010_16015,Luke 16:10-15,79,0
127,0,0,-84,Epistle,"",1Tim_1015_1017,1 Timothy 1:15-17,69,0
128,0,0,-84,Gospel,"",Luke_18035_18043,Luke 18:35-43,79,0
129,0,0,-83,Epistle,"",James_2014_2026,James 2:14-26,69,0
130,0,0,-83,Gospel,"",Mark_10046_10052,Mark 10:46-52,79,0
131,0,0,-82,Epistle,"",James_3001_3010,James 3:1-10,69,0
132,0,0,-82,Gospel,"",Mark_11011_11023,Mark 11:11-23,79,0
133,0,0,-81,Epistle,"",James_3011_4006,James 3:11-4:6,69,0
134,0,0,-81,Gospel,"",Mark_11022_11026,Mark 11:22-26,79,0
135,0,0,-80,Epistle,"",James_4007_5009,James 4:7-5:9,69,0
136,0,0,-80,Gospel,"",Mark_11027_11033,Mark 11:27-33,79,0
137,0,0,-79,Epistle,"",1Peter_1001_1002|1Peter_1010_1012|1Peter_2006_2010,"1 Peter 1:1-2, 10-12, 2:6-10",69,0
138,0,0,-79,Gospel,"",Mark_12001_12012,Mark 12:1-12,79,0
139,0,0,-78,Epistle,"",1Thess_5014_5023,1 Thessalonians 5:14-23,69,0
140,0,0,-78,Gospel,"",Luke_17003_17010,Luke 17:3-10,79,0
141,0,0,-77,Epistle,"",1Tim_4009_4015,1 Timothy 4:9-15,69,0
142,0,0,-77,Gospel,"",Luke_19001_19010,Luke 19:1-10,79,0
143,0,0,-76,Epistle,"",1Peter_2021_3009,1 Peter 2:21-3:9,69,0
144,0,0,-76,Gospel,"",Mark_12013_12017,Mark 12:13-17,79,0
145,0,0,-75,Epistle,"",1Peter_3010_3022,1 Peter 3:10-22,69,0
146,0,0,-75,Gospel,"",Mark_12018_12027,Mark 12:18-27,79,0
147,0,0,-74,Epistle,"",1Peter_4001_4011,1 Peter 4:1-11,69,0
148,0,0,-74,Gospel,"",Mark_12028_12037,Mark 12:28-37,79,0
149,0,0,-73,Epistle,"",1Peter_4012_5005,1 Peter 4:12-5:5,69,0
150,0,0,-73,Gospel,"",Mark_12038_12044,Mark 12:38-44,79,0
151,0,0,-72,Epistle,"",2Peter_1001_1010,2 Peter 1:1-10,69,0
152,0,0,-72,Gospel,"",Mark_13001_13008,Mark 13:1-8,79,0
153,0,0,-71,Epistle,"",2Tim_2011_2019,2 Timothy 2:11-19,69,0
154,0,0,-71,Gospel,"",Luke_18002_18008,Luke 18:2-8,79,0
155,0,0,-70,Epistle,"",2Tim_3010_3015,2 Timothy 3:10-15,69,0
156,0,0,-70,Gospel,"",Luke_18010_18014,Luke 18:10-14,79,0
157,0,0,-69,Epistle,"",2Peter_1020_2009,2 Peter 1:20-2:9,69,0
158,0,0,-69,Gospel,"",Mark_13009_13013,Mark 13:9-13,79,0
159,0,0,-68,Epistle,"",2Peter_2009_2022,2 Peter 2:9-22,69,0
160,0,0,-68,Gospel,"",Mark_13014_13023,Mark 13:14-23,79,0
161,0,0,-67,Epistle,"",2Peter_3001_3018,2 Peter 3:1-18,69,0
162,0,0,-67,Gospel,"",Mark_13024_13031,Mark 13:24-31,79,0
163,0,0,-66,Epistle,"",1John_1008_2006,1 John 1:8-2:6,69,0
164,0,0,-66,Gospel,"",Mark_13031_14002,Mark 13:31-14:2,79,0
165,0,0,-65,Epistle,"",1John_2007_2017,1 John 2:7-17,69,0
166,0,0,-65,Gospel,"",Mark_14003_14009,Mark 14:3-9,79,0
167,0,0,-64,Epistle,"",2Tim_3001_3009,2 Timothy 3:1-9,69,0
168,0,0,-64,Gospel,"",Luke_20046_21004,Luke 20:46-21:4,79,0
169,0,0,-63,Epistle,"",1Cor_6012_6020,1 Corinthians 6:12-20,69,0
170,0,0,-63,Gospel,"",Luke_15011_15032,Luke 15:11-32,79,0
171,0,0,-62,Epistle,"",1John_2018_3010,1 John 2:18-3:10,69,0
172,0,0,-62,Gospel,"",Mark_11001_11011,Mark 11:1-11,79,0
173,0,0,-61,Epistle,"",1John_3011_3020,1 John 3:11-20,69,0
174,0,0,-61,Gospel,"",Mark_14010_14042,Mark 14:10-42,79,0
175,0,0,-60,Epistle,"",1John_3021_4006,1 John 3:21-4:6,69,0
176,0,0,-60,Gospel,"",Mark_14043_15001,Mark 14:43-15:1,79,0
177,0,0,-59,Epistle,"",1John_4020_5021,1 John 4:20-5:21,69,0
178,0,0,-59,Gospel,"",Mark_15001_15015,Mark 15:1-15,79,0
179,0,0,-58,Epistle,"",2John_1001_1013,2 John 1:1-13,69,0
180,0,0,-58,Gospel,"",Mark_15022_15025|Mark_15033_15041,"Mark 15:22-25, 33-41",79,0
181,0,0,-57,Epistle,"",1Cor_10023_10028,1 Corinthians 10:23-28,69,0
182,0,0,-57,Gospel,"",Luke_21008_21009|Luke_21025_21027|Luke_21033_21036,"Luke 21:8-9, 25-27, 33-36",79,0
183,0,0,-57,Epistle,Departed,1Thess_4013_4017,1 Thessalonians 4:13-17,49,0
184,0,0,-57,Gospel,Departed,John_5024_5030,John 5:24-30,59,0
185,0,0,-56,Epistle,"",1Cor_8008_9002,1 Corinthians 8:8-9:2,69,0
186,0,0,-56,Gospel,"",Matt_25031_25046,Matthew 25:31-46,79,0
187,0,0,-55,Epistle,"",3John_1001_1015,3 John 1:1-15,69,0
188,0,0,-55,Gospel,"",Luke_19029_19040|Luke_22007_22039,"Luke 19:29-40, 22:7-39",79,0
189,0,0,-54,Epistle,"",Jude_1001_1010,Jude 1:1-10,69,0
190,0,0,-54,Gospel,"",Luke_22039_22042|Luke_22045_23001,"Luke 22:39-42, 45-23:1",79,0
191,0,0,-53,6th Hour,"",Joel_2012_2026,Joel 2:12-26,1,0
192,0,0,-53,Vespers,"",Joel_3012_3021,Joel 3:12-21,2,0
193,0,0,-52,Epistle,"",Jude_1011_1025,Jude 1:11-25,69,0
194,0,0,-52,Gospel,"",Luke_23002_23034|Luke_23044_23056,"Luke 23:2-34, 44-56",79,0
195,0,0,-51,6th Hour,"",Zech_8007_8017,Zechariah 8:7-17,1,0
196,0,0,-51,Vespers,"",Zech_8019_8023,Zechariah 8:19-23,2,0
197,0,0,-50,Epistle,"",Rom_14019_14023|Rom_16025_16027,"Romans 14:19-23, 16:25-27",69,0
198,0,0,-50,Gospel,"",Matt_6001_6013,Matthew 6:1-13,79,0
199,0,0,-50,Epistle,Departed,Gal_5022_6002,Galatians 5:22-6:2,49,0
200,0,0,-50,Gospel,Departed,Matt_11027_11030,Matthew 11:27-30,59,0
201,0,0,-49,Epistle,"",Rom_13011_14004,Romans 13:11-14:4,69,0
202,0,0,-49,Gospel,"",Matt_6014_6021,Matthew 6:14-21,79,0
203,0,0,-48,6th Hour,"",Isa_1001_1020,Isaiah 1:1-20,1,0
204,0,0,-48,Vespers,"",Gen_1001_1013,Genesis 1:1-13,2,0
205,0,0,-48,Vespers,"",Prov_1001_1020,Proverbs 1:1-20,3,0
206,0,0,-47,6th Hour,"",Isa_1019_2004,Isaiah 1:19-2:4,1,0
207,0,0,-47,Vespers,"",Gen_1014_1023,Genesis 1:14-23,2,0
208,0,0,-47,Vespers,"",Prov_1020_1033,Proverbs 1:20-33,3,0
209,0,0,-46,6th Hour,"",Isa_2003_2011,Isaiah 2:3-11,1,0
210,0,0,-46,Vespers,"",Gen_1024_2003,Genesis 1:24-2:3,2,0
211,0,0,-46,Vespers,"",Prov_2001_2022,Proverbs 2:1-22,3,0
212,0,0,-45,6th Hour,"",Isa_2011_2021,Isaiah 2:11-21,1,0
213,0,0,-45,Vespers,"",Gen_2004_2019,Genesis 2:4-19,2,0
214,0,0,-45,Vespers,"",Prov_3001_3018,Proverbs 3:1-18,3,0
215,0,0,-44,6th Hour,"",Isa_3001_3015,Isaiah 3:1-15,1,0
216,0,0,-44,Vespers,"",Gen_2020_3020,Genesis 2:20-3:20,2,0
217,0,0,-44,Vespers,"",Prov_3019_3034,Proverbs 3:19-34,3,0
218,0,0,-43,Epistle,Saint,2Tim_2001_2010,2 Timothy 2:1-10,49,0
219,0,0,-43,Gospel,Saint,John_15017_16002,John 15:17-16:2,59,0
220,0,0,-43,Epistle,"",Heb_1001_1012,Hebrews 1:1-12,69,0
221,0,0,-43,Gospel,"",Mark_2023_3005,Mark 2:23-3:5,79,0
222,0,0,-42,Epistle,"",Heb_11024_11026|Heb_11032_12002,"Hebrews 11:24-26, 32-12:2",69,0
223,0,0,-42,Gospel,"",John_1043_1051,John 1:43-51,79,0
224,0,0,-41,6th Hour,"",Isa_4002_5007,Isaiah 4:2-5:7,1,0
225,0,0,-41,Vespers,"",Gen_3021_4007,Genesis 3:21-4:7,2,0
226,0,0,-41,Vespers,"",Prov_3034_4022,Proverbs 3:34-4:22,3,0
227,0,0,-40,6th Hour,"",Isa_5007_5016,Isaiah 5:7-16,1,0
228,0,0,-40,Vespers,"",Gen_4008_4015,Genesis 4:8-15,2,0
229,0,0,-40,Vespers,"",Prov_5001_5015,Proverbs 5:1-15,3,0
230,0,0,-39,6th Hour,"",Isa_5016_5025,Isaiah 5:16-25,1,0
231,0,0,-39,Vespers,"",Gen_4016_4026,Genesis 4:16-26,2,0
232,0,0,-39,Vespers,"",Prov_5015_6003,Proverbs 5:15-6:3,3,0
233,0,0,-38,6th Hour,"",Isa_6001_6012,Isaiah 6:1-12,1,0
234,0,0,-38,Vespers,"",Gen_5001_5024,Genesis 5:1-24,2,0
235,0,0,-38,Vespers,"",Prov_6003_6020,Proverbs 6:3-20,3,0
236,0,0,-37,6th Hour,"",Isa_7001_7015,Isaiah 7:1-15,1,0
237,0,0,-37,Vespers,"",Gen_5032_6008,Genesis 5:32-6:8,2,0
238,0,0,-37,Vespers,"",Prov_6020_7001,Proverbs 6:20-7:1,3,0
239,0,0,-36,Epistle,Departed,1Thess_4013_4017,1 Thessalonians 4:13-17,49,0
240,0,0,-36,Gospel,Departed,John_5024_5030,John 5:24-30,59,0
241,0,0,-36,Epistle,"",Heb_3012_3016,Hebrews 3:12-16,69,0
242,0,0,-36,Gospel,"",Mark_1035_1044,Mark 1:35-44,79,0
243,0,0,-35,Epistle,Saint,Heb_7026_8002,Hebrews 7:26-8:2,49,0
244,0,0,-35,Gospel,Saint,John_10009_10016,John 10:9-16,59,0
245,0,0,-35,Epistle,"",Heb_1010_2003,Hebrews 1:10-2:3,69,0
246,0,0,-35,Gospel,"",Mark_2001_2012,Mark 2:1-12,79,0
247,0,0,-34,6th Hour,"",Isa_8013_9007,Isaiah 8:13-9:7,1,0
248,0,0,-34,Vespers,"",Gen_6009_6022,Genesis 6:9-22,2,0
249,0,0,-34,Vespers,"",Prov_8001_8021,Proverbs 8:1-21,3,0
250,0,0,-33,6th Hour,"",Isa_9009_10004,Isaiah 9:9-10:4,1,0
251,0,0,-33,Vespers,"",Gen_7001_7015,Genesis 7:1-15,2,0
252,0,0,-33,Vespers,"",Prov_8032_9011,Proverbs 8:32-9:11,3,0
253,0,0,-32,6th Hour,"",Isa_10012_10020,Isaiah 10:12-20,1,0
254,0,0,-32,Vespers,"",Gen_7006_7009,Genesis 7:6-9,2,0
255,0,0,-32,Vespers,"",Prov_9012_9018,Proverbs 9:12-18,3,0
256,0,0,-31,6th Hour,"",Isa_11010_12002,Isaiah 11:10-12:2,1,0
257,0,0,-31,Vespers,"",Gen_7011_8003,Genesis 7:11-8:3,2,0
258,0,0,-31,Vespers,"",Prov_10001_10022,Proverbs 10:1-22,3,0
259,0,0,-30,6th Hour,"",Isa_13002_13013,Isaiah 13:2-13,1,0
260,0,0,-30,Vespers,"",Gen_8004_8021,Genesis 8:4-21,2,0
261,0,0,-30,Vespers,"",Prov_10031_11012,Proverbs 10:31-11:12,3,0
262,0,0,-29,Epistle,"",Heb_10032_10038,Hebrews 10:32-38,69,0
263,0,0,-29,Gospel,"",Mark_2014_2017,Mark 2:14-17,79,0
264,0,0,-28,Epistle,"",Heb_4014_5006,Hebrews 4:14-5:6,69,0
